name,employer,location,min_selary,max_selary,money_type,href,employer_id,source
Инженер-испытатель/инженер-программист (цифровые микросхемы),ООО Радиоавтоматика,"Москва, Авиамоторная",,,,https://izhevsk.hh.ru/vacancy/37704798?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2038845,https://hh.ru/
Gameplay Team Lead," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36044984?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
Инженер-механик-программист,ЗАО АвтоМеханика,Москва,,,,https://izhevsk.hh.ru/vacancy/37647949?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/147023,https://hh.ru/
Material Artist," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37546236?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
Разработчик,АО АТЛАС-КАРТ,"Москва, ВДНХ",,,,https://izhevsk.hh.ru/vacancy/37689372?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/246206,https://hh.ru/
Разработчик бекэнда,АО Эрвиай Групп,"Москва, Кунцевская",,,,https://izhevsk.hh.ru/vacancy/37538164?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/947197,https://hh.ru/
Эксперт по автоматизации процессов, Билайн,Ярославль,,,,https://izhevsk.hh.ru/vacancy/37629301?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4934?dpt=bil-4934-beel,https://hh.ru/
Оператор-программист-наладчик прецизионного шлифовального станка с ЧПУ ANCA,ООО ПРОМ-ТЕХНО,"Санкт-Петербург, Елизаровская",,60000,руб,https://izhevsk.hh.ru/vacancy/37641785?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2056193,https://hh.ru/
Gameplay Programmer (UE4)," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/33541468?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
Ведущий инженер-электроник / заместитель начальника производственного участка,ООО НТЦ НК УРАН,"Екатеринбург, Площадь 1905 года",50000,,руб,https://izhevsk.hh.ru/vacancy/36434101?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1077557,https://hh.ru/
"Инженер сопровождения и техподдержки Linux, Java",ООО Flashphoner,Новосибирск,60000,,руб,https://izhevsk.hh.ru/vacancy/37593719?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1478707,https://hh.ru/
Ведущий инженер-электронщик,ООО Конструкторское бюро Луггар,"Новосибирск, Октябрьская",70000,,руб,https://izhevsk.hh.ru/vacancy/37358062?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4272427,https://hh.ru/
Senior IoT and AI Security Researcher, HUAWEI,"Санкт-Петербург, Пушкинская и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/37117708?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Разработчик C/C++/Python,ООО Ростелеком Информационные Технологии,"Москва, Новокузнецкая",,,,https://izhevsk.hh.ru/vacancy/35216674?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3144945,https://hh.ru/
Senior / Principal researcher, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37360138?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Разработчик video streaming service (C/C++/Golang/Rust), BingoBoom,Москва,,,,https://izhevsk.hh.ru/vacancy/37672413?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/866666,https://hh.ru/
Разработчик video streaming service (C/C++/Golang/Rust), BingoBoom,Коломна,,,,https://izhevsk.hh.ru/vacancy/37672414?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/866666,https://hh.ru/
Ведущий программист, Адвент НПП,"Санкт-Петербург, Нарвская",,,,https://izhevsk.hh.ru/vacancy/37416725?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/65715,https://hh.ru/
Разработчик С/С+ под OC Linux, ФГУП НИИ Квант,Москва,,30000,руб,https://izhevsk.hh.ru/vacancy/37298729?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/566866,https://hh.ru/
Middle C++ разработчик, РЕЛЭКС,Воронеж,,,,https://izhevsk.hh.ru/vacancy/37635013?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/49507,https://hh.ru/
Разработчик C/C++ кроссплатформенных GUI приложений,АО НИИ МАСШТАБ,Санкт-Петербург,,70000,руб,https://izhevsk.hh.ru/vacancy/36663336?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/841097,https://hh.ru/
Программист С++, Конфидент,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/32333595?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/35241,https://hh.ru/
Инженер - программист, Алкор Био,Санкт-Петербург,,80000,руб,https://izhevsk.hh.ru/vacancy/37483254?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/65259,https://hh.ru/
Технический писатель (программное обеспечение), Калашников,Москва,,,,https://izhevsk.hh.ru/vacancy/37249610?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/981,https://hh.ru/
"Программист С++ (Arduino, stm)", ITF MEBEL,Санкт-Петербург,,60000,руб,https://izhevsk.hh.ru/vacancy/37714424?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2862459,https://hh.ru/
С++ Ведущий разработчик,ООО Сервисный центр Транстелематика,Москва,,,,https://izhevsk.hh.ru/vacancy/34772250?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2679520,https://hh.ru/
Программист (СЗВИ), Конфидент,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/36356629?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/35241,https://hh.ru/
Программист (клиент-серверная разработка), Конфидент,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/32333498?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/35241,https://hh.ru/
Программист С++ / Linux,Гос. корп. Военно-космическая академия имени А.Ф. Можайского,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/35870421?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2583223,https://hh.ru/
"Программист C/С++, Linux", Конфидент,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/36356369?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/35241,https://hh.ru/
Начинающий Web-программист / разработчик,Гос. корп. Военно-космическая академия имени А.Ф. Можайского,Санкт-Петербург,20000,,руб,https://izhevsk.hh.ru/vacancy/37597827?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2583223,https://hh.ru/
Инженер-программист 2 категории,ИП Смелова Екатерина Анатольевна,Чебоксары,50000,,руб,https://izhevsk.hh.ru/vacancy/37555770?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3930287,https://hh.ru/
Биоинформатик, ФБУН ЦНИИ Эпидемиологии Роспотребнадзора,"Москва, Перово",,,,https://izhevsk.hh.ru/vacancy/33575461?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/950,https://hh.ru/
Инженер БПЛА, ФГУП МОКБ Марс,Москва,,60000,руб,https://izhevsk.hh.ru/vacancy/37661205?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/113656,https://hh.ru/
Инженер-программист 1 категории,ИП Смелова Екатерина Анатольевна,Чебоксары,60000,,руб,https://izhevsk.hh.ru/vacancy/37467208?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3930287,https://hh.ru/
Специалист по внедрению и сопровождению ПО, СКБ Контур,Челябинск,35000,,руб,https://izhevsk.hh.ru/vacancy/35282811?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/41862,https://hh.ru/
Senior C++ Developer,ООО Q’ligent,"Нижний Новгород, Горьковская",,,,https://izhevsk.hh.ru/vacancy/35767205?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3823874,https://hh.ru/
System administrator Linux, mfms°,"Москва, Автозаводская",,,,https://izhevsk.hh.ru/vacancy/36122045?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/543454,https://hh.ru/
"Android разработчик (Терминалы, кассовые устройства)",ООО Сервисный центр Транстелематика,"Москва, Курская и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/34295774?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2679520,https://hh.ru/
Инженер-программист 1 категории (под ОС Linux), Diakont,"Санкт-Петербург, Гражданский проспект",,,,https://izhevsk.hh.ru/vacancy/37121640?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/38351,https://hh.ru/
Ведущий программист-разработчик С++/Linux,ООО ЭМА,"Новосибирск, Заельцовская",100000,,руб,https://izhevsk.hh.ru/vacancy/37040348?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/64638,https://hh.ru/
IOS разработчик," САТЕЛ, Группа компаний",Москва,,,,https://izhevsk.hh.ru/vacancy/37291877?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/760,https://hh.ru/
Scala Developer (Java / C++ / С# / Python), NAUMEN,Севастополь,,,,https://izhevsk.hh.ru/vacancy/34551089?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/42600,https://hh.ru/
Senior Go Developer (Blue Team), SEMrush,"Санкт-Петербург, Московские ворота",200000,,руб,https://izhevsk.hh.ru/vacancy/35846701?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/789662,https://hh.ru/
IOS разработчик, МойОфис,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36027039?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/213397,https://hh.ru/
Frontend developer (Doczilla Pro),ООО Открытые Бизнес Технологии,Волгоград,,,,https://izhevsk.hh.ru/vacancy/36074306?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1488652,https://hh.ru/
Разработчик С++, IDScan.net,Челябинск,,30000,руб,https://izhevsk.hh.ru/vacancy/37639435?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2369759,https://hh.ru/
Стажер-разработчик Java в Яндекс.Маркет, Яндекс.Маркет,Москва,,,,https://izhevsk.hh.ru/vacancy/36168011?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-market,https://hh.ru/
Разработчик Python, Тинькофф,"Москва, Водный стадион",,,,https://izhevsk.hh.ru/vacancy/37545437?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/78638,https://hh.ru/
Senior С++ Developer, the_covert,"Санкт-Петербург, Беговая",,,,https://izhevsk.hh.ru/vacancy/37175887?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3244995,https://hh.ru/
Старший Java-разработчик,ООО АйДи – Технологии управления,Москва,,,,https://izhevsk.hh.ru/vacancy/37574128?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/608016,https://hh.ru/
Старший Java-разработчик,ООО АйДи – Технологии управления,Иркутск,,,,https://izhevsk.hh.ru/vacancy/37574050?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/608016,https://hh.ru/
Старший Java-разработчик,ООО АйДи – Технологии управления,Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/37574061?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/608016,https://hh.ru/
Старший Java-разработчик,ООО АйДи – Технологии управления,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37574065?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/608016,https://hh.ru/
Старший Java-разработчик,ООО АйДи – Технологии управления,Омск,,,,https://izhevsk.hh.ru/vacancy/37574104?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/608016,https://hh.ru/
"Deep Learning Software Engineer (Computer Vision, Model Optimizer)", Intel Corporation,Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37229686?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2716,https://hh.ru/
"C++ Developer (ПО для автоматизации производства, международная компания)", Spice Agency,Москва,,200000,руб,https://izhevsk.hh.ru/vacancy/37227664?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/654435,https://hh.ru/
Ведущий разработчик Tarantool / TechLead в команду платформы, X5 RETAIL GROUP,Москва,,,,https://izhevsk.hh.ru/vacancy/36191447?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4233,https://hh.ru/
Менеджер проекта,ООО Диджитал Майнд Девелопмент,Красноярск,,80000,руб,https://izhevsk.hh.ru/vacancy/37314731?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/933344,https://hh.ru/
Deep Learning Software Engineer (Computer Vision), Intel Corporation,Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37229678?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2716,https://hh.ru/
DS Teamlead на голосовые сервисы, Тинькофф,"Москва, Водный стадион",,,,https://izhevsk.hh.ru/vacancy/37247151?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/78638,https://hh.ru/
Site Reliability Engineer (SRE) / Software Engineer, Тинькофф,"Москва, Водный стадион",,,,https://izhevsk.hh.ru/vacancy/35401424?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/78638,https://hh.ru/
Fullstack-разработчик (Junior), KINETICA performance agency,Барнаул,,25000,руб,https://izhevsk.hh.ru/vacancy/37088001?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/419015,https://hh.ru/
Go / C++ разработчик Почту," Mail.Ru Group, Почтовые сервисы","Москва, Аэропорт",,,,https://izhevsk.hh.ru/vacancy/37188227?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/15478?dpt=mailru-15478-empo,https://hh.ru/
Junior программист C++, ИКИ РАН,Москва,,60000,руб,https://izhevsk.hh.ru/vacancy/37711884?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1409467,https://hh.ru/
Ведущий инженер-схемотехник,АО НПП Полет,"Нижний Новгород, Ленинская",,,,https://izhevsk.hh.ru/vacancy/32628862?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/81232,https://hh.ru/
Supply Chain Management Intern / Стажер в отдел логистики Procter&Gamble," «Procter & Gamble», Студент",Москва,70000,,руб,https://izhevsk.hh.ru/vacancy/37233288?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4949?dpt=4949-4949-stud,https://hh.ru/
Программист С++,АО Ижевский радиозавод,Ижевск,,,,https://izhevsk.hh.ru/vacancy/36861572?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/818312,https://hh.ru/
Reinforcement learning specialist, the_covert,"Санкт-Петербург, Беговая",,,,https://izhevsk.hh.ru/vacancy/37227836?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3244995,https://hh.ru/
"Программист (Embedded, микроконтроллеры)",АО Ижевский радиозавод,Ижевск,,,,https://izhevsk.hh.ru/vacancy/37296359?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/818312,https://hh.ru/
"Системный архитектор, ООО ""ГАЗ-ИТсервис""", ГАЗ,"Нижний Новгород, Кировская",,,,https://izhevsk.hh.ru/vacancy/37238264?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/660,https://hh.ru/
Ведущий инженер-программист (CoDeSys),АО СКБ Турбина,Челябинск,70000,,руб,https://izhevsk.hh.ru/vacancy/37712479?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1751495,https://hh.ru/
Программист С++, СиПроВер,Тула,,60000,руб,https://izhevsk.hh.ru/vacancy/36497125?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1007833,https://hh.ru/
Разработчик Tarantool в команду платформы, X5 RETAIL GROUP,Москва,,,,https://izhevsk.hh.ru/vacancy/36397285?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4233,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Фрязино,,,,https://izhevsk.hh.ru/vacancy/37712580?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Щелково,,,,https://izhevsk.hh.ru/vacancy/37712581?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Ивантеевка,,,,https://izhevsk.hh.ru/vacancy/37712582?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Королев,,,,https://izhevsk.hh.ru/vacancy/37712583?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Пушкино (Московская область),,,,https://izhevsk.hh.ru/vacancy/37712584?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Директор департамента разработки (CTO),"ООО АНТРАКС, МНПП",Мытищи,,,,https://izhevsk.hh.ru/vacancy/37712585?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/962687,https://hh.ru/
Инженер-разработчик, Дельрус,Екатеринбург,,57500,руб,https://izhevsk.hh.ru/vacancy/37712550?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1605,https://hh.ru/
Программист С++, ARQA Technologies,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/32024475?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2773057,https://hh.ru/
Начинающий программист Java, СиПроВер,Тула,,30000,руб,https://izhevsk.hh.ru/vacancy/36497170?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1007833,https://hh.ru/
Конструктор РЭА, Дельрус,Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/37712549?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1605,https://hh.ru/
Разработчик-исследователь (реверс инженер),ООО Юрент,Краснодар,50000,,руб,https://izhevsk.hh.ru/vacancy/37711869?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3709012,https://hh.ru/
Инженер по нагрузочному тестированию,"ПАО «МТС»,IT",Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37243864?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3776?dpt=mts-3776-it,https://hh.ru/
Программист Java, СиПроВер,Тула,,60000,руб,https://izhevsk.hh.ru/vacancy/36497178?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1007833,https://hh.ru/
Инженер-программист 3/2/1 категории (Python), Diakont,"Санкт-Петербург, Гражданский проспект",,45000,руб,https://izhevsk.hh.ru/vacancy/37377808?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/38351,https://hh.ru/
Программист C++ Builder, BETCITY,Ростов-на-Дону,,,,https://izhevsk.hh.ru/vacancy/34985404?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/91449,https://hh.ru/
"Инженер-программист 2/3 категории (микроконтроллеры Texas Instrument, НИИЭТ)", Diakont,"Санкт-Петербург, Гражданский проспект",,45000,руб,https://izhevsk.hh.ru/vacancy/37377764?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/38351,https://hh.ru/
Разработчик SDK (C++), Saber Interactive,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/35589266?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/314182,https://hh.ru/
Разработчик React, ФОРС,Москва,,,,https://izhevsk.hh.ru/vacancy/37131465?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2417,https://hh.ru/
Программист-разработчик C++, HR Development,"Москва, Кунцевская и еще 1 ",,150000,руб,https://izhevsk.hh.ru/vacancy/37677488?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4508336,https://hh.ru/
Инженер-программист микроконтроллеров (C++), Кадровое агентство Алексея Сухорукова,Новосибирск,,60000,руб,https://izhevsk.hh.ru/vacancy/35266923?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/48184,https://hh.ru/
Junior / Middle Android developer,ООО Перформикс,"Москва, Тульская и еще 1 ",,180000,руб,https://izhevsk.hh.ru/vacancy/34305913?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2675795,https://hh.ru/
Инженер-программист 3 категория (разработка ПО),АО Авиаавтоматика им. В. В. Тарасова,Курск,,,,https://izhevsk.hh.ru/vacancy/37225251?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1481156,https://hh.ru/
C++ Developer, QuadCode,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37707291?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1876072,https://hh.ru/
Младший инженер-программист С++," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,,30000,руб,https://izhevsk.hh.ru/vacancy/34306899?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
С++ разработчик, AIPeople,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36778008?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3367342,https://hh.ru/
Программист С++,АО Концерн Созвездие,Воронеж,35000,,руб,https://izhevsk.hh.ru/vacancy/37707711?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/935196,https://hh.ru/
С++/Qt Developer, Emlid,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37464797?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2661478,https://hh.ru/
Программист С++," Карьера, г. Екатеринбург",Екатеринбург,,70000,руб,https://izhevsk.hh.ru/vacancy/36717684?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/50512,https://hh.ru/
"Разработчик сетевых решений / Network Solutions Developer (C++, Windows)", Доктор Веб,"Санкт-Петербург, Горьковская",,,,https://izhevsk.hh.ru/vacancy/36854276?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/8884,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Воронеж,,,,https://izhevsk.hh.ru/vacancy/37708876?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Самара,,,,https://izhevsk.hh.ru/vacancy/37708874?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Тюмень,,,,https://izhevsk.hh.ru/vacancy/37708868?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Ростов-на-Дону,,,,https://izhevsk.hh.ru/vacancy/37708870?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Челябинск,,,,https://izhevsk.hh.ru/vacancy/37708872?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Иваново (Ивановская область),,,,https://izhevsk.hh.ru/vacancy/37708873?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/37708865?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Ярославль,,,,https://izhevsk.hh.ru/vacancy/37708866?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Калининград,,,,https://izhevsk.hh.ru/vacancy/37708867?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Краснодар,,,,https://izhevsk.hh.ru/vacancy/37708860?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37708856?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Волгоград,,,,https://izhevsk.hh.ru/vacancy/37708852?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Уфа,,,,https://izhevsk.hh.ru/vacancy/37708845?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
"Python Programmer, Technical (Программист Python)", Playrix,Казань,,,,https://izhevsk.hh.ru/vacancy/37708846?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/114448,https://hh.ru/
Программист С++/Qt," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,,,,https://izhevsk.hh.ru/vacancy/34299829?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
Инженер-программист 1 категории," Ольф, Региональное РА",Евпатория,28800,,руб,https://izhevsk.hh.ru/vacancy/37483663?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1585336,https://hh.ru/
Разработчик C++ (Backend), GS Group. GS Labs,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37226807?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/626?dpt=gsgroup-626-gsgteh,https://hh.ru/
Разработчик искусственного интеллекта," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,,,,https://izhevsk.hh.ru/vacancy/36316747?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
Программист C++, Радиоавионика,"Санкт-Петербург, Технологический институт",,90000,руб,https://izhevsk.hh.ru/vacancy/37698256?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/738089,https://hh.ru/
Ведущий инженер-программист,АО Корпорация ВНИИЭМ,"Москва, Красные ворота",70000,,руб,https://izhevsk.hh.ru/vacancy/37703036?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/946190,https://hh.ru/
CG программист (Python/C++), Группа компаний «Триумф»,"Москва, Пролетарская",,,,https://izhevsk.hh.ru/vacancy/26680990?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4161,https://hh.ru/
Программист С++, Saber Interactive,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/16487878?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/314182,https://hh.ru/
Программист C++,ООО АСТ Поволжье,Казань,60000,,руб,https://izhevsk.hh.ru/vacancy/37689848?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1477336,https://hh.ru/
Программист SQL /.NET, Сталепромышленная компания,Екатеринбург,,85000,руб,https://izhevsk.hh.ru/vacancy/37606573?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/149191,https://hh.ru/
Middle Software Engineer (C++), Sperasoft,"Санкт-Петербург, Фрунзенская",,,,https://izhevsk.hh.ru/vacancy/29938392?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/62126,https://hh.ru/
Программист С++/Драйверист, Searchinform,Екатеринбург,,100000,руб,https://izhevsk.hh.ru/vacancy/36712605?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
